exp_name,task_type,hashed_id,joint_id_task,task_name,task_number,attempt_number,num_actions,solved,test_output_grid,first_written_solution,last_written_solution,complete,first_written_solution_word_count,last_written_solution_word_count,word_count_diff
expv0,training,195f0749824286cb4b24f431004a3b87,195f0749824286cb4b24f431004a3b87_a87f7484.json,a87f7484.json,2,1,11,true,|606|660|606|,To duplicate the odd one,To duplicate the odd one,false,5,5,0
expv0,training,195f0749824286cb4b24f431004a3b87,195f0749824286cb4b24f431004a3b87_6773b310.json,6773b310.json,4,1,8,false,|006|600|006|,I have no idea,Lines across that has only 1 colored square in all three boxes had none in the output. That's the only one I could think.,false,4,24,20
expv6_3,evaluation,196fc741bff204e58a05a2c124df683d,196fc741bff204e58a05a2c124df683d_ea959feb.json,ea959feb.json,3,1,91,true,|7311374347311374347311374|8422485458422485458422485|9533596569533596569533596|1644617671644617671644617|2755728782755728782755728|3866839893866839893866839|4977941914977941914977941|5188152125188152125188152|6299263236299263236299263|7311374347311374347311374|8422485458422485458422485|9533596569533596569533596|1644617671644617671644617|2755728782755728782755728|3866839893866839893866839|4977941914977941914977941|5188152125188152125188152|6299263236299263236299263|7311374347311374347311374|8422485458422485458422485|9533596569533596569533596|1644617671644617671644617|,"Identify the areas where many dark blue squares are connected (more than two, typically) in a way that looks different from the rest of the square. Then replace the squares as necessary to make the entire grid conform to the pattern of the rest of it.","Identify the areas where many dark blue squares are connected (more than two, typically) in a way that looks different from the rest of the square. Then replace the squares as necessary to make the entire grid conform to the pattern of the rest of it.",true,46,46,0
expv6_3,evaluation,196fc741bff204e58a05a2c124df683d,196fc741bff204e58a05a2c124df683d_319f2597.json,319f2597.json,1,1,81,true,|45759231786902425127|91755127191700472958|91869476955500484785|42955282779600983392|19238431134600112646|14356111167300835629|77192469155802224212|29612948278200322477|42668921324500748521|32489895216802579185|13727352393202179857|16466559232400399966|86522321496900771593|00000000220000000000|00000000000000020020|28535671474400134447|78479578746800314197|45994557985800283724|16143654174700595499|29267899645800436395|,"Identify the four black squares in a 2x2 square formation, and blacken every square left, right, above, and below them, except for those that are red.","Identify the four black squares in a 2x2 square formation, and blacken every square left, right, above, and below them, except for those that are red.",true,26,26,0
expv6_3,evaluation,196fc741bff204e58a05a2c124df683d,196fc741bff204e58a05a2c124df683d_a3f84088.json,a3f84088.json,2,1,61,true,|000000000000000000000000000000|055555555555555555555555550000|052222222222222222222222250000|052555555555555555555555250000|052500000000000000000005250000|052505555555555555555505250000|052505222222222222222505250000|052505255555555555552505250000|052505250000000000052505250000|052505250555555555052505250000|052505250522222225052505250000|052505250525555525052505250000|052505250525000525052505250000|052505250525050525052505250000|052505250525000525052505250000|052505250525555525052505250000|052505250522222225052505250000|052505250555555555052505250000|052505250000000000052505250000|052505255555555555552505250000|052505222222222222222505250000|052505555555555555555505250000|052500000000000000000005250000|052555555555555555555555250000|052222222222222222222222250000|055555555555555555555555550000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|,"Fill in the inside of the gray outline of a square with a red outline of a square. Continue if there are still squares within, alternating gray, then red if the previous one was black, and black if the previous one was red.","Fill in the inside of the gray outline of a square with a red outline of a square. Continue if there are still squares within, alternating gray, then red if the previous one was black, and black if the previous one was red.",true,43,43,0
expv6_3,evaluation,196fc741bff204e58a05a2c124df683d,196fc741bff204e58a05a2c124df683d_212895b5.json,212895b5.json,5,1,43,true,|00050000000400000000000|00500000044400000000000|00520050040000550000005|00452004445505000000000|00444204020000055000055|00004088800000000055000|00004488844000000000000|00000088804500000005000|00000204024440500050050|00505444002040050050050|00000400000545000000000|00505500500000000055050|00000000050000000000000|00000050000005000005000|50005055000050000000500|00500000000050500500005|05000000000000005000550|50005050000000500000000|00000000050000000000005|00000005000000000050000|00000000000000005000000|,"Locate the light blue square that contains three rows of light blue squares. Starting from the middle square on top, color yellow the two black squares above it. Then color yellow the two black square to the right. Keep this going creating a zig zag, but stop the moment there is a gray square in the way. Continue this process for each side of the square, as if rotated clockwise. Lastly, at each corner of the blue square, color in each black square diagonal from it until a gray square is in the way.","Locate the light blue square that contains three rows of light blue squares. Starting from the middle square on top, color yellow the two black squares above it. Then color yellow the two black square to the right. Keep this going creating a zig zag, but stop the moment there is a gray square in the way. Continue this process for each side of the square, as if rotated clockwise. Lastly, at each corner of the blue square, color in each black square diagonal from it until a gray square is in the way.",true,94,94,0
expv6_3,evaluation,196fc741bff204e58a05a2c124df683d,196fc741bff204e58a05a2c124df683d_62ab2642.json,62ab2642.json,4,1,19,true,|758888850050|758885550550|555885055500|005555050550|000500050050|,"Identify the black area that contains the most black squares, and replace all of them with light blue. Then identify the black area that contains the fewest black squares, and replace all of them with orange.","Identify the black area that contains the most black squares, and replace all of them with light blue. Then identify the black area that contains the fewest black squares, and replace all of them with orange.",true,36,36,0
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_4aab4007.json,4aab4007.json,2,1,128,true,|1111111111111111111111111111|1111111111111111111111111111|1144444444444444444444444444|1143219135791357913579135791|1142791357913579135791357913|1141913579135791357913579135|1149135791357913579135791357|1141357913579135791357913579|1143579135791357913579135791|1145791357913579135791357913|1147913579135791357913579135|1149135791357913579135791357|1141357913579135791357913579|1143579135791357913579135791|1145791357913579135791357913|1147913579135791357913579135|1149135791357913579135791357|1141357913579135791357913579|1143579135791357913579135791|1145791357913579135791357913|1147913579135791357913579135|1149135791357913579135791357|1141357913579135791357913579|1143579135791357913579135791|1145791357913579135791357913|1147913579135791357913579135|1149135791357913579135791357|1141357913579135791357913579|,"changed rows by group when in vert or horizontal rows, changed colors in single blocks by editing one at a time.","changed rows by group when in vert or horizontal rows, changed colors in single blocks by editing one at a time.",true,21,21,0
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_f9a67cb5.json,f9a67cb5.json,4,3,100,false,|00000020000000|00002222200000|88882888288888|02222222222200|82088888888288|02000000000200|22222222222222|88082888888888|00002000000000|00002000000000|88882880888088|00002000000000|00002000000000|00002000000000|00002000000000|,counting blocks and changing in groups.,I thought I was counting them out right.,true,6,8,2
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_3a301edc.json,3a301edc.json,5,3,66,false,|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000006666000000000000|000006446000000000000|000006446000000000000|000006666000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|,that it matched example 1,I matched in put 3,true,5,5,0
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_3a301edc.json,3a301edc.json,5,2,44,false,|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000003333300000000000|000003888300000000000|000003818300000000000|000003888300000000000|000003333300000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|,that it matched example 1,I matched in put 3,true,5,5,0
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_f9a67cb5.json,f9a67cb5.json,4,2,27,false,|00000020000000|00002222200000|88882888288888|00222222222000|88288880882088|00200000002000|00200000002000|22222222222222|00002000000000|00002000000000|88882880888088|00002000000000|00002000000000|00002000000000|00000000000000|,counting blocks and changing in groups.,I thought I was counting them out right.,true,6,8,2
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_5783df64.json,5783df64.json,1,1,23,true,|569|418|327|,align the colors from left to right of every three rows in order,align the colors from left to right of every three rows in order,true,13,13,0
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_f9a67cb5.json,f9a67cb5.json,4,1,23,false,|00000020000000|00002222200000|88882888288888|00222222222000|88288880882088|00200000002000|00200000002000|22222222222222|00002000000000|00002000000000|88882880888088|00002000000000|00002000000000|00002000000000|00002000000000|,counting blocks and changing in groups.,I thought I was counting them out right.,true,6,8,2
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_3a301edc.json,3a301edc.json,5,1,22,false,|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000004444444000000000|000004444444000000000|000004455544000000000|000004455544000000000|000004455544000000000|000004455544000000000|000004444444000000000|000004444444000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|000000000000000000000|,that it matched example 1,I matched in put 3,true,5,5,0
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_22a4bbc2.json,22a4bbc2.json,3,3,16,false,|000|000|000|,hit wrong button,copied grid,true,3,2,-1
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_22a4bbc2.json,22a4bbc2.json,3,2,5,false,|8880|0111|0880|1111|8880|8880|0111|0880|0880|1111|1111|8888|1100|0888|1110|8888|0110|0110|8888|8888|0111|0111|,hit wrong button,copied grid,true,3,2,-1
expv6_1,evaluation,1992b5f3fff2b740bec6422404ec0fd1,1992b5f3fff2b740bec6422404ec0fd1_22a4bbc2.json,22a4bbc2.json,3,1,3,false,|000|000|000|,hit wrong button,copied grid,true,3,2,-1
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_ac0a08a4.json,ac0a08a4.json,4,1,77,true,|111100000000|111100000000|111100000000|111100000000|000099996666|000099996666|000099996666|000099996666|888800000000|888800000000|888800000000|888800000000|,The color blocks are increased in grid lines by the number of colored blocks in the total patterned.,The color blocks are increased in grid lines by the number of colored blocks in the total patterned.,true,18,18,0
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_a78176bb.json,a78176bb.json,10,3,67,false,|0100010000|0010000000|0001000000|0000100000|0000010000|0000001000|1000000100|0100000010|0010000001|0001000000|,A new row of diagonals is made the at the edge of the grey. The grey is taken out.,A new diagonal was created from the edge of the grey.,true,19,11,-8
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_b94a9452.json,b94a9452.json,3,1,61,true,|888888|888888|883388|883388|888888|888888|,The colored square is taken out of the big grid and the colors are reversed.,The colored square is taken out of the big grid and the colors are reversed.,true,15,15,0
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_a78176bb.json,a78176bb.json,10,2,45,false,|0100010000|0015500000|0001500000|0000100000|0000510000|0000551000|1000555100|0100555510|0010555551|0001000000|,A new row of diagonals is made the at the edge of the grey. The grey is taken out.,A new diagonal was created from the edge of the grey.,true,19,11,-8
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_a78176bb.json,a78176bb.json,10,1,37,false,|0100100000|0010010000|0001001000|0000100100|0000010010|1000001001|0100000100|0010000010|0001000001|0000100000|,A new row of diagonals is made the at the edge of the grey. The grey is taken out.,A new diagonal was created from the edge of the grey.,true,19,11,-8
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_97999447.json,97999447.json,9,1,29,true,|00000000|00035353|00454545|00000000|00008585|00000000|00025252|00000000|00000000|,The row is filled out alternating with grey squares.,The row is filled out alternating with grey squares.,true,9,9,0
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_a5313dff.json,a5313dff.json,6,1,23,true,|002222200|002111200|002111200|222222200|211120000|212120000|211122222|222220000|000020000|,Enclosed areas are filled with dark blue.,Enclosed areas are filled with dark blue.,true,7,7,0
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_a3325580.json,a3325580.json,5,1,21,true,|521|521|521|521|,The highest number of color block are sent to the output and the output grid is that number in height. The lower number groups are left behind.,The highest number of color block are sent to the output and the output grid is that number in height. The lower number groups are left behind.,true,27,27,0
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_7ddcd7ec.json,7ddcd7ec.json,1,1,16,true,|0000000080|0000000800|0000008000|0000080000|0008800000|0008800000|0080080000|0800008000|8000000800|0000000080|,The diagonal cells go with the same color to the edge of the grid.,The diagonal cells go with the same color to the edge of the grid.,true,14,14,0
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_b8cdaf2b.json,b8cdaf2b.json,7,1,15,true,|000000000|000000000|000000000|000000000|200000002|020000020|002000200|000888000|888222888|,The same number is in the output grid. The color in the middle of the bottom row is repeated out on the diagonal from the next to bottom row.,The same number is in the output grid. The color in the middle of the bottom row is repeated out on the diagonal from the next to bottom row.,true,29,29,0
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_a87f7484.json,a87f7484.json,2,1,13,true,|606|660|606|,The output is the one block that is different from the rest.,The output is the one block that is different from the rest.,true,12,12,0
expv0,training,19f69ac203258689f6823e2c49cea6b7,19f69ac203258689f6823e2c49cea6b7_6773b310.json,6773b310.json,8,1,9,true,|001|011|100|,"Reduce the grid to the size of the smaller grid in the input, color corresponding blocks in output to the squares in input with 2 colored blocks.","Reduce the grid to the size of the smaller grid in the input, color corresponding blocks in output to the squares in input with 2 colored blocks.",true,27,27,0
expv4,training,1a2fa3e4a8d35805783e5fb62adb610e,1a2fa3e4a8d35805783e5fb62adb610e_f35d900a.json,f35d900a.json,3,1,58,true,|000000000000000000|000000000000000000|000000000000000000|011100000004440000|014150505054140000|011100000004440000|005000000000500000|000000000000000000|005000000000500000|000000000000000000|000000000000000000|005000000000500000|000000000000000000|005000000000500000|044400000001110000|041450505051410000|044400000001110000|,"The rule was to color the squares all around the input squares with the ""opposite"" color (yellow/blue), and to place 2 gray square ""nodes"" at 90 degrees and opposite of the other input squares. There is one space, and then another gray square is placed for each of the 8 ""nodes"" on the colored boxes. ","The rule was to color the squares all around the input squares with the ""opposite"" color (yellow/blue), and to place 2 gray square ""nodes"" at 90 degrees and opposite of the other input squares. There is one space, and then another gray square is placed for each of the 8 ""nodes"" on the colored boxes. ",true,55,55,0
expv4,training,1a2fa3e4a8d35805783e5fb62adb610e,1a2fa3e4a8d35805783e5fb62adb610e_e26a3af2.json,e26a3af2.json,5,1,54,true,|111111111111111|111111111111111|111111111111111|222222222222222|222222222222222|222222222222222|222222222222222|888888888888888|888888888888888|888888888888888|888888888888888|444444444444444|444444444444444|333333333333333|333333333333333|,"I adjusted the colors on the grid according to the most common pattern that was shown across the grid. In this case, pattern was based on the horizontal axis, and I chose changed the outlying colors on the horizontal axis to the most common on each horizontal line of the grid.","I adjusted the colors on the grid according to the most common pattern that was shown across the grid. In this case, pattern was based on the horizontal axis, and I chose changed the outlying colors on the horizontal axis to the most common on each horizontal line of the grid.",true,51,51,0
expv4,training,1a2fa3e4a8d35805783e5fb62adb610e,1a2fa3e4a8d35805783e5fb62adb610e_e48d4e1a.json,e48d4e1a.json,4,1,47,true,|0008000000|0008000000|0008000000|0008000000|0008000000|8888888888|0008000000|0008000000|0008000000|0008000000|,"I looked at the number of grey boxes in the top right corner and adjusted the vertical and horizontal lines to the left and downward, respectively, based on the number of grey boxes. The lines shift based on the number of grey boxes leftwards and downwards.","I looked at the number of grey boxes in the top right corner and adjusted the vertical and horizontal lines to the left and downward, respectively, based on the number of grey boxes. The lines shift based on the number of grey boxes leftwards and downwards.",true,46,46,0
expv4,training,1a2fa3e4a8d35805783e5fb62adb610e,1a2fa3e4a8d35805783e5fb62adb610e_e8593010.json,e8593010.json,2,1,38,true,|3555551155|5553551525|5515555525|5115555555|2555552555|2553552511|5525555515|5525555553|2255551555|5555351153|,"The rule was to color in single squares as green, groups of 2 squares are red, and groups of 3 connecting squares are blue. ","The rule was to color in single squares as green, groups of 2 squares are red, and groups of 3 connecting squares are blue. ",true,24,24,0
expv4,training,1a2fa3e4a8d35805783e5fb62adb610e,1a2fa3e4a8d35805783e5fb62adb610e_e40b9e2f.json,e40b9e2f.json,1,2,24,true,|0000000000|0003030000|0003230000|0333233300|0022322000|0333233300|0003230000|0003030000|0000000000|0000000000|,"I thought that the image had to be symmetrical, and have box colors adjusted to meet that rule.","The box colors needed to be adjusted to be symmetrical on all 4 sides of the grid. I looked at the squares that were not symmetrical on all 4 sides, and added those colored squares to 3 of the sides to make it symmetrical. ",true,18,44,26
expv4,training,1a2fa3e4a8d35805783e5fb62adb610e,1a2fa3e4a8d35805783e5fb62adb610e_e40b9e2f.json,e40b9e2f.json,1,1,13,false,|0000000000|0000000000|0000200000|0333233300|0022322000|0333233300|0000200000|0000000000|0000000000|0000000000|,"I thought that the image had to be symmetrical, and have box colors adjusted to meet that rule.","The box colors needed to be adjusted to be symmetrical on all 4 sides of the grid. I looked at the squares that were not symmetrical on all 4 sides, and added those colored squares to 3 of the sides to make it symmetrical. ",true,18,44,26
expv6_2,evaluation,1a35ff5d2e53c2de6e9bc563c22fbeef,1a35ff5d2e53c2de6e9bc563c22fbeef_d2acf2cb.json,d2acf2cb.json,4,2,114,true,|046604640|070007670|080608676|676008680|070608680|076067076|676607076|070667676|680068070|040064640|,"If yellow is present in horizontal row, color the black squares cyan and the pink squares orange in that row",If yellow is at the end of a row color black to cyan and magenta to orange between the yellow blocks,false,20,21,1
expv6_2,evaluation,1a35ff5d2e53c2de6e9bc563c22fbeef,1a35ff5d2e53c2de6e9bc563c22fbeef_d2acf2cb.json,d2acf2cb.json,4,1,72,false,|847784748|060006660|000600666|666000600|060600600|066066066|666606066|060666666|600060060|848874748|,"If yellow is present in horizontal row, color the black squares cyan and the pink squares orange in that row",If yellow is at the end of a row color black to cyan and magenta to orange between the yellow blocks,false,20,21,1
expv6_2,evaluation,1a35ff5d2e53c2de6e9bc563c22fbeef,1a35ff5d2e53c2de6e9bc563c22fbeef_e9b4f6fc.json,e9b4f6fc.json,2,1,25,true,|11211|12221|14441|16661|11611|11111|,Grid is the colored area. Reverse colors in design based on the side by side blocks.,Grid is the colored area. Reverse colors in design based on the side by side blocks.,false,16,16,0
expv6_2,evaluation,1a35ff5d2e53c2de6e9bc563c22fbeef,1a35ff5d2e53c2de6e9bc563c22fbeef_e345f17b.json,e345f17b.json,1,1,13,true,|0400|0000|0000|0004|,Overlap the two halves of the input. Color yellow the squares that are black in both halves.,Overlap the two halves of the input. Color yellow the squares that are black in both halves.,false,17,17,0
expv6_2,evaluation,1a35ff5d2e53c2de6e9bc563c22fbeef,1a35ff5d2e53c2de6e9bc563c22fbeef_9110e3c5.json,9110e3c5.json,3,1,9,true,|008|880|080|,The shape of the output is based on the most common non-black block color in the input.,The shape of the output is based on the most common non-black block color in the input.,false,17,17,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_1f876c06.json,1f876c06.json,1,3,84,false,|0000003009|7000030090|0700300900|0073009000|6007090000|0600700004|0060070040|0006007400|0000604000|0000040000|,no intersecting lines,no intersecting lines,true,3,3,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_6c434453.json,6c434453.json,2,1,63,true,|0000000010|0000000111|0020000010|0222000000|0020000000|0000000000|0000001100|0020000000|0222000011|0020000011|,round blue is where the red crosses go,round blue is where the red crosses go,true,8,8,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_1f876c06.json,1f876c06.json,1,2,48,false,|0000003009|7000030090|0700300900|0073009000|6007090000|0600700004|0060070040|0006007400|0000604000|0000040000|,no intersecting lines,no intersecting lines,true,3,3,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_1f876c06.json,1f876c06.json,1,1,47,false,|0000003009|7000030090|0700300900|0073009000|6007090000|0600700004|0060070040|0006007400|0000604000|0000040000|,no intersecting lines,no intersecting lines,true,3,3,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_1caeab9d.json,1caeab9d.json,10,2,41,true,|0000000000|0000000000|0110440022|0110440022|1004000200|0000000000|0000000000|0000000000|0000000000|0000000000|,"blue determines stationary set, other colored shape sets match x axis and keep same distance as originally placed","blue determines stationary set, other colored shape sets match x axis and keep same distance as originally placed",true,18,18,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_1e0a9b12.json,1e0a9b12.json,9,1,35,true,|00000|00000|50000|52040|52643|,"if all block fell downward, what would it result as","if all block fell downward, what would it result as",true,10,10,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_6e82a1ae.json,6e82a1ae.json,4,1,27,true,|0000000001|0000000001|0011022001|0110002001|0000000000|0000000000|2000000000|2003300300|2000000300|0000000000|,number of blocks determines colors,number of blocks determines colors,true,5,5,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_7c008303.json,7c008303.json,3,1,26,true,|000100|220101|020101|044700|040007|004000|,"small 2x2 determines colors, the 6x6 determine shapes","small 2x2 determines colors, the 6x6 determine shapes",true,8,8,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_3af2c5a8.json,3af2c5a8.json,5,1,24,true,|40000004|00044000|44000044|44000044|00044000|40000004|,mirror up/down and left/right,mirror up/down and left/right,true,4,4,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_1caeab9d.json,1caeab9d.json,10,1,23,false,|0000000000|0000000000|0110440220|0110440220|1004002000|0000000000|0000000000|0000000000|0000000000|0000000000|,"blue determines stationary set, other colored shape sets match x axis and keep same distance as originally placed","blue determines stationary set, other colored shape sets match x axis and keep same distance as originally placed",true,18,18,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_99b1bc43.json,99b1bc43.json,7,1,17,true,|0330|0303|3033|3330|,"red and blue same color equal black, different equals green","red and blue same color equal black, different equals green",true,10,10,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_f9012d9b.json,f9012d9b.json,6,1,15,true,|188|881|818|,"the black is missing, make replacement 3x3","the black is missing, make replacement 3x3",true,7,7,0
expv0,training,1a3e36c59bdf2307e4133574eb601345,1a3e36c59bdf2307e4133574eb601345_1fad071e.json,1fad071e.json,8,1,10,true,|11100|,number of 2x2 blue blocks,number of 2x2 blue blocks,true,5,5,0
expv6_1,evaluation,1a60b90e2a9c90b100e915adfdf7907e,1a60b90e2a9c90b100e915adfdf7907e_c97c0139.json,c97c0139.json,4,3,116,false,|0000000000000000000|0000800000000000000|0008880000000000000|0022222000000800000|0008880000008880000|0000800000088888000|0000000000888888800|0000000002222222220|0000000000888888800|0000000000088888000|0000000000008880000|0000200000000800000|0008280000000000000|0088288000000000000|0008280000000000000|0000200000000000000|0000000000000000000|,I feel like there is a change in aspect ratio from the input to output that I am supposed to be capturing. Everything gets made shorter and squatter.,I feel like there is a change in aspect ratio from the input to output that I am supposed to be capturing. Everything gets made shorter and squatter. I'm obviously not doing it correctly.,true,28,34,6
expv6_1,evaluation,1a60b90e2a9c90b100e915adfdf7907e,1a60b90e2a9c90b100e915adfdf7907e_1e81d6f9.json,1e81d6f9.json,3,3,93,false,|000500000000000|010500000000000|000503000080007|555500600000000|000000000400620|000000900030000|000008700000030|000070072000000|000004000066000|000000008000000|000000000009000|000000009000000|000000000400020|000000000000000|000090000000700|,I set up the output identical to the input and then removed the squares of the color corresponding to what was in the grey box.,"I thought I was supposed to set up the output identical to the input and then remove the squares of the color corresponding to what was in the grey box, but it wouldnt accept that as my answer.",true,25,38,13
expv6_1,evaluation,1a60b90e2a9c90b100e915adfdf7907e,1a60b90e2a9c90b100e915adfdf7907e_c97c0139.json,c97c0139.json,4,2,93,false,|0000000000000000000|0000800000000000000|0008880000000000000|0022222000000800000|0008880000008880000|0000800000088888000|0000000000888888800|0000000002222222220|0000000000888888800|0000200000088888000|0008280000008880000|0088288000000800000|0888288800000000000|0088288000000000000|0008280000000000000|0000200000000000000|0000000000000000000|,I feel like there is a change in aspect ratio from the input to output that I am supposed to be capturing. Everything gets made shorter and squatter.,I feel like there is a change in aspect ratio from the input to output that I am supposed to be capturing. Everything gets made shorter and squatter. I'm obviously not doing it correctly.,true,28,34,6
expv6_1,evaluation,1a60b90e2a9c90b100e915adfdf7907e,1a60b90e2a9c90b100e915adfdf7907e_1e81d6f9.json,1e81d6f9.json,3,2,85,false,|000500000000000|010500001000000|000503000080007|555500600000000|000000000400620|000000900030000|000108700000030|000070072000000|000004100066000|000000008000000|000000000009000|000000009000000|000000000400020|000100000000000|000090000000700|,I set up the output identical to the input and then removed the squares of the color corresponding to what was in the grey box.,"I thought I was supposed to set up the output identical to the input and then remove the squares of the color corresponding to what was in the grey box, but it wouldnt accept that as my answer.",true,25,38,13
expv6_1,evaluation,1a60b90e2a9c90b100e915adfdf7907e,1a60b90e2a9c90b100e915adfdf7907e_c97c0139.json,c97c0139.json,4,1,83,false,|0000000000000000000|0000800000000000000|0008880000000000000|0022222000000800000|0008880000008880000|0000800000088888000|0000000000888888800|0000000002222222220|0000000000888888800|0000200000088888000|0008280000008880000|0088288000000800000|0088288000000000000|0008280000000000000|0000200000000000000|0000000000000000000|0000000000000000000|,I feel like there is a change in aspect ratio from the input to output that I am supposed to be capturing. Everything gets made shorter and squatter.,I feel like there is a change in aspect ratio from the input to output that I am supposed to be capturing. Everything gets made shorter and squatter. I'm obviously not doing it correctly.,true,28,34,6
expv6_1,evaluation,1a60b90e2a9c90b100e915adfdf7907e,1a60b90e2a9c90b100e915adfdf7907e_1e81d6f9.json,1e81d6f9.json,3,1,78,false,|000500000000000|010500000000000|000503000080007|555500600000000|000000000400620|000000900030000|000008700000030|000070072000000|000004000066000|000000008000000|000000000009000|000000009000000|000000000400020|000000000000000|000090000000700|,I set up the output identical to the input and then removed the squares of the color corresponding to what was in the grey box.,"I thought I was supposed to set up the output identical to the input and then remove the squares of the color corresponding to what was in the grey box, but it wouldnt accept that as my answer.",true,25,38,13
expv6_1,evaluation,1a60b90e2a9c90b100e915adfdf7907e,1a60b90e2a9c90b100e915adfdf7907e_4364c1c4.json,4364c1c4.json,1,3,77,true,|8888888888888|8188188888888|8111188888888|8111188888888|8882222888888|8888888888888|8888888888888|8888888888888|8888888888888|8888822288888|8888822288888|8888888444888|8888888484888|8888888888888|,The top half of the block moved 1 space left and the bottom half moved 1 space right,The top block of color moved one space left and the bottom moved one space right.,true,18,16,-2
expv6_1,evaluation,1a60b90e2a9c90b100e915adfdf7907e,1a60b90e2a9c90b100e915adfdf7907e_4364c1c4.json,4364c1c4.json,1,2,51,false,|8888888888888|8188188888888|8111188888888|8111188888888|8882222888888|8888888888888|8888888888888|8888888888888|8888888888888|8888822288888|8888822288888|8888884448888|8888884848888|8888888888888|,The top half of the block moved 1 space left and the bottom half moved 1 space right,The top block of color moved one space left and the bottom moved one space right.,true,18,16,-2
