participant_id,task_name,task_type,action,row,col,color,reason,reason_cat,dist_to_target,color_relevant,rand_baseline_dist,rand_baseline_color,n_target_cells,grid_rows,grid_cols
e97b01b2b6caf817135950e1e81d18b9,4c5c2cf0.json,training,edit,12,2,4,wrong color (expected 0),wrong_color,2.0,1,2.9375,0.1111111111111111,27,15,15
36f69f8a49aa27e8678744c752bd328c,4c5c2cf0.json,training,edit,2,4,4,wrong color (expected 0),wrong_color,1.0,1,2.9375,0.1111111111111111,27,15,15
36f69f8a49aa27e8678744c752bd328c,4c5c2cf0.json,training,edit,2,3,4,wrong color (expected 0),wrong_color,1.0,1,2.9375,0.1111111111111111,27,15,15
36f69f8a49aa27e8678744c752bd328c,4c5c2cf0.json,training,edit,2,8,4,wrong color (expected 0),wrong_color,1.0,1,2.9375,0.1111111111111111,27,15,15
36f69f8a49aa27e8678744c752bd328c,4c5c2cf0.json,training,edit,2,9,4,wrong color (expected 0),wrong_color,1.0,1,2.9375,0.1111111111111111,27,15,15
36f69f8a49aa27e8678744c752bd328c,4c5c2cf0.json,training,edit,0,5,4,wrong color (expected 0),wrong_color,1.0,1,2.9375,0.1111111111111111,27,15,15
36f69f8a49aa27e8678744c752bd328c,4c5c2cf0.json,training,edit,0,7,4,wrong color (expected 0),wrong_color,1.0,1,2.9375,0.1111111111111111,27,15,15
f7217d2a68babc06d246b9413cd9f08a,50846271.json,training,edit,3,7,8,wrong color (expected 5),wrong_color,1.0,1,4.2555,0.1111111111111111,17,19,22
03a36ced2e0df61cb2f93ced068e83a1,508bd3b6.json,training,edit,2,5,8,wrong color (expected one of 0/3),wrong_color,0.0,0,3.746,0.1111111111111111,10,12,12
03a36ced2e0df61cb2f93ced068e83a1,508bd3b6.json,training,edit,3,6,8,wrong color (expected one of 0/3),wrong_color,0.0,0,3.746,0.1111111111111111,10,12,12
03a36ced2e0df61cb2f93ced068e83a1,508bd3b6.json,training,edit,4,7,8,wrong color (expected one of 0/3),wrong_color,0.0,0,3.746,0.1111111111111111,10,12,12
03a36ced2e0df61cb2f93ced068e83a1,508bd3b6.json,training,edit,0,3,3,wrong color (expected 8),wrong_color,4.0,1,3.746,0.1111111111111111,10,12,12
43f22d39ec060a84dd16c116878380c7,50cb2852.json,training,edit,3,6,1,wrong color (expected 0),wrong_color,3.0,0,1.905,0.1111111111111111,33,14,13
7866b2ea11ce1bc7b582f78cca7d8d16,50cb2852.json,training,edit,0,2,8,wrong color (expected 1),wrong_color,1.0,1,1.905,0.1111111111111111,33,14,13
fb26924325fc3241407793ed39b24808,50cb2852.json,training,edit,1,11,8,wrong color (expected 0),wrong_color,3.0,1,1.905,0.1111111111111111,33,14,13
fb26924325fc3241407793ed39b24808,50cb2852.json,training,edit,5,1,8,wrong color (expected 0),wrong_color,3.0,1,1.905,0.1111111111111111,33,14,13
2b51f7c49cad5753db361b45f3060e2b,5117e062.json,training,edit,0,0,7,wrong color (expected 0),wrong_color,1.0,1,9.434,0.1111111111111111,6,13,13
1f21284a2220c54c041cbeed539a28f1,5168d44c.json,training,edit,5,9,0,wrong color (expected 2),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
1f21284a2220c54c041cbeed539a28f1,5168d44c.json,training,edit,4,9,0,wrong color (expected 2),wrong_color,2.0,1,3.5785,0.2222222222222222,10,7,17
1f21284a2220c54c041cbeed539a28f1,5168d44c.json,training,edit,3,9,0,wrong color (expected 2),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
1f21284a2220c54c041cbeed539a28f1,5168d44c.json,training,edit,5,9,0,wrong color (expected 2),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
1f21284a2220c54c041cbeed539a28f1,5168d44c.json,training,edit,4,9,0,wrong color (expected 2),wrong_color,2.0,1,3.5785,0.2222222222222222,10,7,17
1f21284a2220c54c041cbeed539a28f1,5168d44c.json,training,edit,3,9,0,wrong color (expected 2),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
9fc042903ad51212617dac008b33e52f,5168d44c.json,training,edit,3,9,0,wrong color (expected 2),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
9fc042903ad51212617dac008b33e52f,5168d44c.json,training,edit,4,9,0,wrong color (expected 2),wrong_color,2.0,1,3.5785,0.2222222222222222,10,7,17
9fc042903ad51212617dac008b33e52f,5168d44c.json,training,edit,5,9,0,wrong color (expected 2),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,2,12,3,wrong color (expected 0),wrong_color,2.0,0,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,2,13,3,wrong color (expected 0),wrong_color,3.0,0,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,3,13,3,wrong color (expected 0),wrong_color,2.0,0,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,5,14,2,wrong color (expected 0),wrong_color,3.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,5,13,2,wrong color (expected 0),wrong_color,2.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,5,12,2,wrong color (expected 0),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,4,12,2,wrong color (expected 3),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,3,12,2,wrong color (expected 0),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,3,13,2,wrong color (expected 0),wrong_color,2.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,3,14,2,wrong color (expected 0),wrong_color,3.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,4,14,2,wrong color (expected 3),wrong_color,3.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,4,13,3,wrong color (expected 0),wrong_color,2.0,0,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,4,14,0,wrong color (expected 3),wrong_color,3.0,1,3.5785,0.2222222222222222,10,7,17
fb26924325fc3241407793ed39b24808,5168d44c.json,training,edit,4,12,0,wrong color (expected 3),wrong_color,1.0,1,3.5785,0.2222222222222222,10,7,17
aae4b4ed43a4a422aa7cdb1b031d7569,539a4f51.json,training,edit,0,2,7,wrong color (expected 3),wrong_color,3.0,1,0.5375,0.3333333333333333,75,10,10
83fa2a897e84d2828c500bb340f92f8d,53b68214.json,training,edit,0,3,6,wrong color (expected 0),wrong_color,8.0,1,3.632,0.2222222222222222,20,10,10
fb26924325fc3241407793ed39b24808,53b68214.json,training,edit,10,4,6,wrong coordinate,wrong_coordinate,1.0,1,3.632,0.2222222222222222,20,10,10
fb26924325fc3241407793ed39b24808,53b68214.json,training,edit,11,3,6,wrong coordinate,wrong_coordinate,2.0,1,3.632,0.2222222222222222,20,10,10
43f22d39ec060a84dd16c116878380c7,53b68214.json,training,edit,10,3,6,wrong coordinate,wrong_coordinate,1.0,1,3.632,0.2222222222222222,20,10,10
43f22d39ec060a84dd16c116878380c7,53b68214.json,training,edit,11,2,6,wrong coordinate,wrong_coordinate,2.0,1,3.632,0.2222222222222222,20,10,10
43f22d39ec060a84dd16c116878380c7,53b68214.json,training,edit,12,3,6,wrong coordinate,wrong_coordinate,3.0,1,3.632,0.2222222222222222,20,10,10
43f22d39ec060a84dd16c116878380c7,53b68214.json,training,edit,13,2,6,wrong coordinate,wrong_coordinate,4.0,1,3.632,0.2222222222222222,20,10,10
43f22d39ec060a84dd16c116878380c7,53b68214.json,training,edit,14,3,6,wrong coordinate,wrong_coordinate,5.0,1,3.632,0.2222222222222222,20,10,10
43f22d39ec060a84dd16c116878380c7,53b68214.json,training,edit,15,2,6,wrong coordinate,wrong_coordinate,6.0,1,3.632,0.2222222222222222,20,10,10
0325bcc6197384a736c8a6daf0871e63,543a7ed5.json,training,edit,13,4,3,wrong color (expected 6),wrong_color,1.0,1,0.917,0.2222222222222222,75,15,15
0325bcc6197384a736c8a6daf0871e63,543a7ed5.json,training,edit,12,4,3,wrong color (expected 6),wrong_color,1.0,1,0.917,0.2222222222222222,75,15,15
25184258e23814286057d7f171261b1a,543a7ed5.json,training,edit,10,3,0,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
25184258e23814286057d7f171261b1a,543a7ed5.json,training,edit,11,3,0,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
25184258e23814286057d7f171261b1a,543a7ed5.json,training,edit,12,3,0,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
25184258e23814286057d7f171261b1a,543a7ed5.json,training,edit,13,3,0,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
25184258e23814286057d7f171261b1a,543a7ed5.json,training,edit,14,3,0,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
2a9f88a280e5a494865b11e466663ff0,543a7ed5.json,training,floodfill,11,7,8,wrong color (expected 6),wrong_color,1.0,0,0.917,0.2222222222222222,75,15,15
2a9f88a280e5a494865b11e466663ff0,543a7ed5.json,training,edit,2,12,6,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
2a9f88a280e5a494865b11e466663ff0,543a7ed5.json,training,edit,3,12,6,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
2a9f88a280e5a494865b11e466663ff0,543a7ed5.json,training,edit,4,12,6,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
2a9f88a280e5a494865b11e466663ff0,543a7ed5.json,training,edit,5,12,6,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
2a9f88a280e5a494865b11e466663ff0,543a7ed5.json,training,edit,6,12,6,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
2a9f88a280e5a494865b11e466663ff0,543a7ed5.json,training,edit,7,12,6,wrong color (expected one of 3/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
2a9f88a280e5a494865b11e466663ff0,543a7ed5.json,training,edit,8,6,3,wrong color (expected 8),wrong_color,1.0,1,0.917,0.2222222222222222,75,15,15
2a9f88a280e5a494865b11e466663ff0,543a7ed5.json,training,edit,8,5,3,wrong color (expected 8),wrong_color,1.0,1,0.917,0.2222222222222222,75,15,15
43f22d39ec060a84dd16c116878380c7,543a7ed5.json,training,edit,9,12,3,wrong color (expected 8),wrong_color,1.0,1,0.917,0.2222222222222222,75,15,15
43f22d39ec060a84dd16c116878380c7,543a7ed5.json,training,edit,10,2,3,wrong color (expected 8),wrong_color,1.0,1,0.917,0.2222222222222222,75,15,15
6cf9e9d24833aa3f3f94e0af878c34d8,543a7ed5.json,training,edit,13,4,3,wrong color (expected 6),wrong_color,1.0,1,0.917,0.2222222222222222,75,15,15
aae4b4ed43a4a422aa7cdb1b031d7569,543a7ed5.json,training,floodfill,5,4,7,wrong color (expected one of 4/8),wrong_color,0.0,0,0.917,0.2222222222222222,75,15,15
5a2f015f138b57c89d21f179d9920da7,54d82841.json,training,edit,1,2,5,wrong color (expected 0),wrong_color,5.0,0,3.8635,0.1111111111111111,3,7,11
5a2f015f138b57c89d21f179d9920da7,54d82841.json,training,edit,0,2,0,wrong color (expected 5),wrong_color,6.0,0,3.8635,0.1111111111111111,3,7,11
5a2f015f138b57c89d21f179d9920da7,54d82841.json,training,edit,1,8,8,wrong color (expected 0),wrong_color,6.0,0,3.8635,0.1111111111111111,3,7,11
3e61ddde750392e26f447d58ca939979,5582e5ca.json,training,floodfill,0,0,7,wrong color (expected 8),wrong_color,1.0,0,0.3255,0.1111111111111111,6,3,3
6d32307cbb1c37f7f7061e60d55561cf,5582e5ca.json,training,edit,0,2,0,wrong color (expected one of 6/8),wrong_color,0.0,0,0.3255,0.1111111111111111,6,3,3
6d32307cbb1c37f7f7061e60d55561cf,5582e5ca.json,training,edit,1,2,0,wrong color (expected one of 8/9),wrong_color,0.0,0,0.3255,0.1111111111111111,6,3,3
f5cadb9507cf607a1be966569482aa3a,5614dbcf.json,training,edit,2,1,2,wrong color (expected one of 4/9),wrong_color,0.0,0,4.7215,0.3333333333333333,8,9,9
7342e2ee852da57b633b7b57222a4b95,56dc2b01.json,training,edit,2,8,3,wrong color (expected one of 0/8),wrong_color,0.0,1,1.7665,0.3333333333333333,20,4,18
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,6,17,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,4,19,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,6,16,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,9,10,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,9,11,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,9,12,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,9,13,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,9,14,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,9,15,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,9,16,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,9,17,4,wrong color (expected one of 0/2),wrong_color,0.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,8,17,4,wrong color (expected one of 0/2),wrong_color,0.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,8,18,4,wrong color (expected one of 0/2),wrong_color,0.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,7,18,4,wrong color (expected one of 0/2),wrong_color,0.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,6,18,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,7,16,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,7,17,4,wrong color (expected one of 0/2),wrong_color,0.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,8,16,4,wrong color (expected 0),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,9,18,4,wrong color (expected one of 0/2),wrong_color,0.0,1,2.621,0.3333333333333333,145,19,30
f7217d2a68babc06d246b9413cd9f08a,57aa92db.json,training,edit,11,6,3,wrong color (expected 1),wrong_color,1.0,1,2.621,0.3333333333333333,145,19,30
711d0c02b8e764941f0b4e87d382f5d2,5ad4f10b.json,training,edit,0,0,3,wrong color (expected one of 0/4),wrong_color,0.0,0,19.837,0.1111111111111111,5,22,26
7342e2ee852da57b633b7b57222a4b95,5ad4f10b.json,training,edit,0,0,8,wrong color (expected one of 0/4),wrong_color,0.0,0,19.837,0.1111111111111111,5,22,26
8c1de90b8cbc2e981fcc2da03a246803,5ad4f10b.json,training,edit,0,0,5,wrong color (expected one of 0/4),wrong_color,0.0,0,19.837,0.1111111111111111,5,22,26
e1bc1ffd18225e356e10c5d005b894bd,5ad4f10b.json,training,edit,0,0,6,wrong color (expected one of 0/4),wrong_color,0.0,0,19.837,0.1111111111111111,5,22,26
e1bc1ffd18225e356e10c5d005b894bd,5ad4f10b.json,training,edit,1,1,6,wrong color (expected one of 0/4),wrong_color,0.0,0,19.837,0.1111111111111111,5,22,26
e1bc1ffd18225e356e10c5d005b894bd,5ad4f10b.json,training,edit,0,2,6,wrong color (expected one of 0/4),wrong_color,0.0,0,19.837,0.1111111111111111,5,22,26
e1bc1ffd18225e356e10c5d005b894bd,5ad4f10b.json,training,edit,1,2,6,wrong color (expected one of 0/4),wrong_color,0.0,0,19.837,0.1111111111111111,5,22,26
e1bc1ffd18225e356e10c5d005b894bd,5ad4f10b.json,training,edit,2,2,6,wrong color (expected one of 0/4),wrong_color,0.0,0,19.837,0.1111111111111111,5,22,26
7342e2ee852da57b633b7b57222a4b95,5bd6f4ac.json,training,edit,2,1,7,wrong color (expected one of 0/2),wrong_color,0.0,0,5.4175,0.5555555555555556,6,9,9
e97b01b2b6caf817135950e1e81d18b9,5bd6f4ac.json,training,edit,0,2,8,wrong color (expected one of 0/9),wrong_color,0.0,1,5.4175,0.5555555555555556,6,9,9
e97b01b2b6caf817135950e1e81d18b9,5bd6f4ac.json,training,edit,1,1,8,wrong color (expected 9),wrong_color,1.0,1,5.4175,0.5555555555555556,6,9,9
e97b01b2b6caf817135950e1e81d18b9,5bd6f4ac.json,training,edit,2,0,8,wrong color (expected one of 0/9),wrong_color,0.0,1,5.4175,0.5555555555555556,6,9,9
25c6a0d1b4c98c74455464daf607273d,5c0a986e.json,training,edit,2,5,2,wrong color (expected one of 0/1),wrong_color,0.0,1,3.1375,0.2222222222222222,6,10,10
5e5a9de8ba90eae4c09ba91a6a34bcf3,5daaa586.json,training,edit,0,9,3,wrong color (expected one of 1/2),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
5e5a9de8ba90eae4c09ba91a6a34bcf3,5daaa586.json,training,edit,10,7,8,wrong color (expected one of 0/1),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
5e5a9de8ba90eae4c09ba91a6a34bcf3,5daaa586.json,training,edit,10,8,8,wrong color (expected 0),wrong_color,1.0,1,1.852,0.5555555555555556,74,16,15
5e5a9de8ba90eae4c09ba91a6a34bcf3,5daaa586.json,training,edit,10,9,8,wrong color (expected one of 0/2),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
83fa2a897e84d2828c500bb340f92f8d,5daaa586.json,training,edit,11,0,1,wrong color (expected one of 0/8),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
83fa2a897e84d2828c500bb340f92f8d,5daaa586.json,training,edit,1,3,3,wrong color (expected one of 0/1),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
83fa2a897e84d2828c500bb340f92f8d,5daaa586.json,training,edit,1,4,3,wrong color (expected 0),wrong_color,1.0,1,1.852,0.5555555555555556,74,16,15
83fa2a897e84d2828c500bb340f92f8d,5daaa586.json,training,edit,1,5,3,wrong color (expected 0),wrong_color,1.0,1,1.852,0.5555555555555556,74,16,15
83fa2a897e84d2828c500bb340f92f8d,5daaa586.json,training,edit,1,6,3,wrong color (expected 0),wrong_color,1.0,1,1.852,0.5555555555555556,74,16,15
83fa2a897e84d2828c500bb340f92f8d,5daaa586.json,training,edit,1,7,3,wrong color (expected one of 0/1),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
83fa2a897e84d2828c500bb340f92f8d,5daaa586.json,training,edit,4,6,1,wrong color (expected 0),wrong_color,1.0,1,1.852,0.5555555555555556,74,16,15
83fa2a897e84d2828c500bb340f92f8d,5daaa586.json,training,edit,6,7,1,wrong color (expected 0),wrong_color,1.0,1,1.852,0.5555555555555556,74,16,15
83fa2a897e84d2828c500bb340f92f8d,5daaa586.json,training,edit,2,7,0,wrong color (expected one of 1/3),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
e97b01b2b6caf817135950e1e81d18b9,5daaa586.json,training,edit,0,0,3,wrong color (expected one of 0/1),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
e97b01b2b6caf817135950e1e81d18b9,5daaa586.json,training,edit,0,9,3,wrong color (expected one of 1/2),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
e97b01b2b6caf817135950e1e81d18b9,5daaa586.json,training,edit,4,8,2,wrong color (expected 0),wrong_color,1.0,1,1.852,0.5555555555555556,74,16,15
e97b01b2b6caf817135950e1e81d18b9,5daaa586.json,training,edit,3,8,2,wrong color (expected 0),wrong_color,1.0,1,1.852,0.5555555555555556,74,16,15
e97b01b2b6caf817135950e1e81d18b9,5daaa586.json,training,edit,2,8,2,wrong color (expected one of 0/3),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
e97b01b2b6caf817135950e1e81d18b9,5daaa586.json,training,edit,1,8,2,wrong color (expected 0),wrong_color,1.0,1,1.852,0.5555555555555556,74,16,15
e97b01b2b6caf817135950e1e81d18b9,5daaa586.json,training,edit,0,8,2,wrong color (expected one of 0/3),wrong_color,0.0,1,1.852,0.5555555555555556,74,16,15
67f8aa504c4b4719a6da42e55f10a2ea,60b61512.json,training,edit,1,4,7,wrong color (expected 4),wrong_color,1.0,1,2.225,0.1111111111111111,9,9,9
b0b57f34f75c4b922e70f7e4a0b4ab94,6150a2bd.json,training,edit,1,1,4,wrong color (expected 8),wrong_color,1.0,1,0.1135,0.5555555555555556,8,3,3
8bddd730f896222814d8a32f5f7c707b,623ea044.json,training,edit,8,14,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
8bddd730f896222814d8a32f5f7c707b,623ea044.json,training,edit,9,15,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
8bddd730f896222814d8a32f5f7c707b,623ea044.json,training,edit,11,15,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
8bddd730f896222814d8a32f5f7c707b,623ea044.json,training,edit,12,16,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
d5de5e44ed5b66491038a3bbe84d71fd,623ea044.json,training,edit,11,7,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
e19a7333c23f83be137a51ec537f9613,623ea044.json,training,edit,6,10,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
e19a7333c23f83be137a51ec537f9613,623ea044.json,training,edit,5,9,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
f5f9deced6e3bb9274cf6aeec9829a6d,623ea044.json,training,edit,8,12,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
f5f9deced6e3bb9274cf6aeec9829a6d,623ea044.json,training,edit,8,14,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
f5f9deced6e3bb9274cf6aeec9829a6d,623ea044.json,training,edit,7,13,6,wrong color (expected 0),wrong_color,1.0,1,3.641,0.1111111111111111,24,17,17
08ac042547937929f95d827a01c90ec2,62c24649.json,training,edit,5,2,1,wrong color (expected 0),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
08ac042547937929f95d827a01c90ec2,62c24649.json,training,edit,5,3,1,wrong color (expected 0),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
08ac042547937929f95d827a01c90ec2,62c24649.json,training,edit,0,2,1,wrong color (expected 0),wrong_color,1.0,1,0.3625,0.4444444444444444,27,6,6
08ac042547937929f95d827a01c90ec2,62c24649.json,training,edit,0,3,1,wrong color (expected 0),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
16da963cc002d56a83eb8438e351bf05,62c24649.json,training,edit,4,0,3,wrong color (expected 0),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
3ffa84ee2470b02c06148ebf4edbe973,62c24649.json,training,edit,1,1,1,wrong color (expected 3),wrong_color,2.0,1,0.3625,0.4444444444444444,27,6,6
3ffa84ee2470b02c06148ebf4edbe973,62c24649.json,training,edit,1,0,1,wrong color (expected 0),wrong_color,2.0,1,0.3625,0.4444444444444444,27,6,6
3ffa84ee2470b02c06148ebf4edbe973,62c24649.json,training,edit,1,4,1,wrong color (expected 3),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
3ffa84ee2470b02c06148ebf4edbe973,62c24649.json,training,edit,1,5,1,wrong color (expected 0),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
3ffa84ee2470b02c06148ebf4edbe973,62c24649.json,training,edit,1,1,0,wrong color (expected 3),wrong_color,2.0,1,0.3625,0.4444444444444444,27,6,6
3ffa84ee2470b02c06148ebf4edbe973,62c24649.json,training,edit,1,4,0,wrong color (expected 3),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
3ffa84ee2470b02c06148ebf4edbe973,62c24649.json,training,edit,1,2,3,wrong color (expected 2),wrong_color,1.0,1,0.3625,0.4444444444444444,27,6,6
3ffa84ee2470b02c06148ebf4edbe973,62c24649.json,training,edit,2,3,3,wrong color (expected 0),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
b0b57f34f75c4b922e70f7e4a0b4ab94,62c24649.json,training,edit,1,2,3,wrong color (expected 2),wrong_color,1.0,1,0.3625,0.4444444444444444,27,6,6
b0b57f34f75c4b922e70f7e4a0b4ab94,62c24649.json,training,edit,1,3,3,wrong color (expected 2),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
b9d3dceebe1c4fd1f649004aa37859ef,62c24649.json,training,edit,1,1,2,wrong color (expected 3),wrong_color,2.0,1,0.3625,0.4444444444444444,27,6,6
b9d3dceebe1c4fd1f649004aa37859ef,62c24649.json,training,edit,1,4,2,wrong color (expected 3),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
b9d3dceebe1c4fd1f649004aa37859ef,62c24649.json,training,edit,1,1,0,wrong color (expected 3),wrong_color,2.0,1,0.3625,0.4444444444444444,27,6,6
b9d3dceebe1c4fd1f649004aa37859ef,62c24649.json,training,edit,1,4,0,wrong color (expected 3),wrong_color,0.0,1,0.3625,0.4444444444444444,27,6,6
5a2f015f138b57c89d21f179d9920da7,6430c8c4.json,training,floodfill,7,0,0,wrong color (expected 2),wrong_color,4.0,1,1.874,0.2222222222222222,13,9,4
1123c2a5c52bff42c22de6fc5715b9ae,6430c8c4.json,training,edit,2,0,3,wrong color (expected one of 0/7),wrong_color,0.0,1,1.874,0.2222222222222222,13,9,4
1123c2a5c52bff42c22de6fc5715b9ae,6430c8c4.json,training,edit,2,2,3,wrong color (expected 0),wrong_color,1.0,1,1.874,0.2222222222222222,13,9,4
1123c2a5c52bff42c22de6fc5715b9ae,6430c8c4.json,training,edit,2,3,3,wrong color (expected 0),wrong_color,1.0,1,1.874,0.2222222222222222,13,9,4
